id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,availability_365
4190558,Ocean View B&B Point Loma San Diego,9877759,Carolyn,Loma Portal,32.74521293,-117.2239711,Private room,142,2,51,337
4190674,"PRIMO LOCATION, OUTSTANDING VIEWS",21741820,Cora,Roseville,32.73529427,-117.2285842,Private room,76,2,68,149
4191308,Luxury 3BR/3BA by Sand Sleeps 10 w/AC+garage+bikes,8281647,Nadim,Mission Bay,32.78942929,-117.2521992,Entire home/apt,199,1,182,316
4191887,3 bedroom on Ocean Front Walk,21748484,Al,Mission Bay,32.76098696,-117.2521719,Entire home/apt,375,4,57,320
4204480,Newly Renovated Hillcrest Craftsman,20148399,Tommy,North Hills,32.74659424,-117.1449301,Entire home/apt,120,3,24,78
4204609,Spacious 3BR Home at the Beach,8336938,Vacation Rentals By Aaron,Mission Bay,32.77890377,-117.2513367,Entire home/apt,600,3,51,246
4217465,3 bed spacious downtown w/ garage near everything,4001689,John,Grant Hill,32.7113986,-117.1281057,Entire home/apt,181,2,28,72
4217527,Cottage 1-Whitewater Cliff Cottage,21888797,Michael,Ocean Beach,32.73717377,-117.2552764,Entire home/apt,179,3,34,186
4217914,Cottage 2-Romantic Mermaid,21888797,Michael,Ocean Beach,32.73855273,-117.2551586,Entire home/apt,159,3,94,212
4218024,Cottage 3-The Seaview Lookout,21888797,Michael,Ocean Beach,32.73913866,-117.2535915,Entire home/apt,149,3,41,173
4218080,Cottage 4-Sea la vie,21888797,Michael,Ocean Beach,32.73725818,-117.253928,Entire home/apt,139,3,44,218
4227074,Charming Ocean Beach Cottage,21940059,Susanna,Ocean Beach,32.74852384,-117.2450086,Entire home/apt,175,2,220,111
4227110,"PACIFIC BEACH: Steps 2 MissionBay, CROWN PT Shores - Pacific Beach Mermaid Entertainer",2503251,Laura And The Co-Host Team,Mission Bay,32.79395139,-117.2349207,Entire home/apt,208,1,104,311
4234318,"Ocean Views, Rooftop Deck, Firepit,hammock chairs",21876314,George,Mission Bay,32.77698853,-117.2530135,Entire home/apt,695,2,112,320
4254652,"SURFRIDER 2 - 2br/2ba Ocean Views, Windansea Beach",7108129,Janine,La Jolla,32.82791535,-117.2783379,Entire home/apt,265,3,40,328
4255372,Classy Condo 1BR/1.5BA + Parking,13160731,Ashley,North Hills,32.75213529,-117.1260129,Entire home/apt,125,28,19,102
4256683,SURFRIDER - PENTHOUSE - OCEAN VIEWS La Jolla,7108129,Janine,La Jolla,32.82827045,-117.2799487,Entire home/apt,165,3,82,301
4267895,Steps to Windansea Beach,2677773,David And Ana & Mikael,La Jolla,32.83223317,-117.2754333,Private room,88,2,98,19
4270625,3 BEDROOM 3 BATH BRIGHTON CT.,21748484,Al,Mission Bay,32.76196865,-117.2522335,Entire home/apt,250,3,44,243
4278531,2 Bedroom Beach Cottage with Large Patio!,22212827,Eileen,Mission Bay,32.77515825,-117.2516249,Entire home/apt,200,3,68,253
4286363,La Jolla Home in Windansea- Walk to the beach!,22251801,Krista,La Jolla,32.83257051,-117.2737756,Entire home/apt,300,3,54,165
4287220,Cozy Craftsman Home in North Park,1136524,Oleg,City Heights West,32.74467432,-117.1187844,Entire home/apt,185,2,19,164
4287892,Cozy Private Room at the Beach!,1279757,Staci,La Jolla,32.83160601,-117.2766064,Private room,59,2,68,0
4324443,Ocean View Loft Space in Del Mar,22454030,Tambie,Torrey Pines,32.93283629,-117.251757,Entire home/apt,128,2,265,242
4326317,2 Rooms with 2 queen beds(1 each) and private BA,22422296,Bashar,Moreno Mission,32.77387503,-117.2013466,Private room,100,2,16,365
4332384,Modern PB Beach House,4483565,Michael,Pacific Beach,32.79708327,-117.2437133,Entire home/apt,500,2,29,276
4334079,Stand Alone Room with a Canyon View,16252953,Susan,Normal Heights,32.76702858,-117.1260194,Private room,58,1,160,127
4341122,Adorable San Diego Guest House,8336938,Vacation Rentals By Aaron,Balboa Park,32.72735037,-117.1296106,Entire home/apt,160,2,40,239
4341539,Quiet Ocean Beach Getaway,8336938,Vacation Rentals By Aaron,Ocean Beach,32.74425373,-117.2531073,Entire home/apt,300,2,21,247
4344222,PURA VIDA NORTH PB SAN DIEGO 2 BDRM HOME WITH A/C.,9049065,Gene And Ingrid,Pacific Beach,32.80915008,-117.2384454,Entire home/apt,250,2,65,175
4348586,Deluxe 2 Bedroom  2 Bath Balboa Ct,21748484,Al,Mission Bay,32.76294864,-117.250166,Entire home/apt,190,3,154,325
4350317,Hillcrest 1-bedroom on Quiet Canyon,1489623,James,Midtown,32.7427197,-117.1494588,Entire home/apt,95,4,58,308
4350971,2 Br 2 Ba  on Ocean Front Walk,21748484,Al,Mission Bay,32.75991033,-117.2501262,Entire home/apt,275,3,40,219
4370851,"1.5 BR  2673 ""B"" Ocean Front Walk",21748484,Al,Mission Bay,32.76012528,-117.25103,Entire home/apt,200,3,47,313
4371447,Guest Quarters - One Acre RB Estate,22694299,Kevin,Rancho Bernadino,33.04568689,-117.0533301,Entire home/apt,155,3,20,356
4385084,2 BR 2 BA AVALON CT,21748484,Al,Mission Bay,32.7623672,-117.2507797,Entire home/apt,175,2,123,271
4393392,Ocean Views With Private Rooftop Deck!,22012010,Patrick,Mission Bay,32.77714464,-117.2517464,Entire home/apt,295,3,77,238
4401182,"1 BR 1 BA OCEAN FRONT WALK ""A""",21748484,Al,Mission Bay,32.76017487,-117.2518098,Entire home/apt,175,3,34,267
4403318,3 BR 3 BA  Brighton Ct  #B,21748484,Al,Mission Bay,32.76234853,-117.2504335,Entire home/apt,260,3,25,202
4404394,Cozy 1 Bedroom Studio  Ocean Beach/Point Loma,22863240,Shelly,Loma Portal,32.74884648,-117.2336361,Entire home/apt,68,2,104,108
4412483,Private Bed and Bath in Bay Park,22904674,Beau & Donna,Bay Park,32.79947739,-117.1984812,Private room,79,1,66,163
4416367,"1 Br 1 Ba Balboa Ct. ""C""",21748484,Al,Mission Bay,32.76242259,-117.2516054,Entire home/apt,125,3,45,36
4417298,3 Bedroom 2 B  San Luis Rey Pl.,21748484,Al,Mission Bay,32.76085573,-117.2510175,Entire home/apt,275,3,16,296
4423720,Charming Victorian: FloorTwo/1 BDR,1315611,Cassandra,Park West,32.72466892,-117.1628985,Entire home/apt,125,1,23,356
4429558,Victorian FloorOne Suites +/- Carriage House,1315611,Cassandra,Park West,32.72425126,-117.1627647,Entire home/apt,449,1,21,360
4436522,2 BR 1 BA BALBOA CT,21748484,Al,Mission Bay,32.76144789,-117.2518197,Entire home/apt,145,3,88,339
4438968,Close to Everything & Very Private Suite,22970108,Charo,Loma Portal,32.74378771,-117.2223619,Private room,85,1,300,356
4454717,Victorian SDhouse: Top 2 Floors,1315611,Cassandra,Park West,32.72526536,-117.1636729,Entire home/apt,525,1,30,351
4455583,Victorian Weekend Getaway,1315611,Cassandra,Park West,32.72576291,-117.1625452,Entire home/apt,99,1,24,264
4458036,Mission Bay View House,23133082,Rick,Pacific Beach,32.80954055,-117.2271232,Entire home/apt,306,3,16,133
4470229,"Beach Side 2BD w/ Private Patio, BBQ, Ocean Views",5954200,Jon,Mission Bay,32.77517754,-117.2515044,Entire home/apt,200,4,22,37
4470519,Beachside 3 BD Mission Beach Home w/ Ocean Views!,5954200,Jon,Mission Bay,32.77555532,-117.252019,Entire home/apt,300,4,43,263
4477169,Fantastic North Park Location! ,23039145,Kristina And Todd,North Hills,32.74025374,-117.1324244,Entire home/apt,125,2,33,313
4492806,Closest 2BR to Beach in LJ Shores!,19843089,Logan,La Jolla,32.85468339,-117.257574,Entire home/apt,550,2,32,77
4493583,"1 BR 1 BA BALBOA CT. ""B""",21748484,Al,Mission Bay,32.76210373,-117.2500854,Entire home/apt,135,1,59,303
4501169,Cozy North Park Home Central to It All,23344129,Kendra,North Hills,32.73918791,-117.123745,Private room,65,2,34,326
4504075,MB Ocean Views 2 bed/1.5 bath #1,2409798,Terry,Mission Bay,32.76666554,-117.2531515,Entire home/apt,225,3,47,126
4504424,Private Home in Happening Northpark,23355336,Aleta/Shelley,City Heights West,32.75496063,-117.1249669,Entire home/apt,161,3,113,297
4517205,2BD w 3 beds sleeps 5 walk to beach,7684547,Josh,Pacific Beach,32.79946077,-117.2531589,Entire home/apt,199,1,362,157
4530817,Private Room in quiet neighborhood,2116837,Mike,Gateway,32.72755607,-117.1082508,Private room,52,3,84,293
4541431,Beach House next to Del Mar Thoroughbred Track,17761788,Craig,Del Mar Heights,32.98189529,-117.2541956,Entire home/apt,299,7,54,64
4558828,"Furnished room, Ocean view House :)",22422296,Bashar,Moreno Mission,32.77350795,-117.1996455,Private room,55,2,27,339
4558846,private entry 2 bedroom space,23158402,Chris&Stacie,Loma Portal,32.74855952,-117.242177,Private room,125,2,71,351
4564676,Light and Airy on the Bay!,8735628,Cindy,Mission Bay,32.77739743,-117.2523678,Entire home/apt,500,3,68,282
4567757,70’s Playhouse Loft.,2253314,Rene,Grant Hill,32.71153963,-117.1458511,Entire home/apt,115,2,214,131
4574280,A+ Location! 3BR Beach + Fireplace!,14911079,Wesley,Pacific Beach,32.79617562,-117.2480941,Entire home/apt,99,1,114,303
4574688,Charming 3 Bedroom Cottage in Mission Beach!,22251801,Krista,Mission Bay,32.783565,-117.2515844,Entire home/apt,250,3,58,180
4576460,Private room in Craftsman home,23723602,Carol,West University Heights,32.75816756,-117.1566597,Private room,85,2,48,353
4585708,Ocean Beach Garden Cottage,6392651,Rodney,Ocean Beach,32.74000713,-117.2500929,Entire home/apt,225,2,33,316
4588484,Bird's Nest Loft in Bird Rock: 2BR/1BA /sofa in LR,2409798,Terry,La Jolla,32.81390162,-117.2691172,Entire home/apt,200,1,123,205
4588931,Charming South Park Cottage,23787546,Elizabeth,South Park,32.72348214,-117.1287382,Entire home/apt,155,2,65,215
4589599,Ocean View Ocean Beach Apartment!!,23791682,David,Ocean Beach,32.75397831,-117.2493062,Entire home/apt,95,2,32,0
4592724,*Private Room/Bath in Beach House*,13305880,Roy & Sue,La Jolla,32.81162344,-117.2594502,Private room,50,1,126,231
4601701,Secluded Cottage in San Diego,5872553,Lydia,Midtown,32.74358469,-117.176447,Entire home/apt,175,2,66,321
4602584,Peaceful Private Paradise,7762052,Cheryl,Encanto,32.73160935,-117.0500053,Private room,85,2,176,349
4605402,Charming 2br/2.5b apt near the Zoo!,9058916,Tibor,West University Heights,32.75626081,-117.1399128,Entire home/apt,109,1,25,268
4613374,2 Bed house in quiet neighborhood,2116837,Mike,Gateway,32.72596898,-117.1109313,Entire home/apt,150,7,75,5
4624282,Beach Condo Private Location in PB!,23950695,Houman,Mission Bay,32.79041122,-117.2418604,Entire home/apt,99,2,176,340
4625302,Master Bedroom With Parking by UCSD,10478904,Amir,University City,32.86413098,-117.2226541,Private room,70,1,46,319
4625371,Private Entry Master Suite Central,4676564,Hang,North Clairemont,32.83941671,-117.2062327,Private room,49,1,264,315
4637421,Private entry unique 1 bedroom,23158402,Chris&Stacie,Loma Portal,32.74925041,-117.2410346,Private room,90,2,58,351
4639073,Super Host for a Super SD Stay!,3443107,Andrew,Rancho Bernadino,33.0005183,-117.0633555,Entire home/apt,265,3,22,208
4653327,"An amazing gem, nestled in a quiet neighborhood.",22461971,Mark,San Carlos,32.7914847,-117.0652123,Private room,65,7,35,148
4659977,"Friendly, clean, central! (#D)",24114081,Kate,North Clairemont,32.83666809,-117.1796632,Private room,49,1,187,314
4661851,Downtown Victorian Beauty,6989346,John,Grant Hill,32.71075283,-117.1440218,Entire home/apt,139,3,62,326
4672107,Cozy Master Bedroom in downtown with FREE parking,20363917,Mo,East Village,32.71434961,-117.1556209,Private room,69,2,136,9
4679707,2 Bedroom/2 Bath/ 2 Indoor Parking,10478904,Amir,University City,32.86392823,-117.2229192,Entire home/apt,170,1,79,154
4694034,Cozy Victorian Bordering Downtown,7508650,Jan,Grant Hill,32.70794446,-117.146684,Private room,59,1,77,156
4710715,Room near SDSU,24345905,Jaime,Rolando,32.75942547,-117.0661632,Private room,49,4,46,209
4720975,Sea Star Cottage,1183754,Marvin And Adrienne,Pacific Beach,32.80691677,-117.2439079,Entire home/apt,99,2,69,308
4730272,Large spacious room in a quiet and safe neighrhd-3,22461971,Mark,San Carlos,32.79132761,-117.065335,Private room,59,7,52,94
4738551,Apt 5min to Gaslamp & Conv Center,24462891,Joseph,East Village,32.71215951,-117.1520382,Entire home/apt,99,3,185,0
4747661,Private Room and bath in resort like condo!,24503987,Cynthia,Otay Ranch,32.62277309,-116.960864,Private room,69,2,48,56
4767616,Beautiful Bedroom central to all!,24596745,Tamara,Midtown,32.73996527,-117.1727483,Private room,57,1,50,136
4775663,Artist's Retreat Near Downtown,3102978,John,Grant Hill,32.70868155,-117.1413247,Entire home/apt,135,4,56,152
4796400,Spacious 4br Hillcrest home in prime location,5002314,Jeff,West University Heights,32.75576905,-117.1491983,Entire home/apt,579,1,17,118
4800390,Private room in Tropical Paradise,11355502,Bobbie,Encanto,32.73260139,-117.0512308,Private room,55,1,26,363
4809716,MidCentury Bungalow 2bd/2bth,14907907,Tina,City Heights West,32.75249547,-117.1141632,Entire home/apt,178,3,185,49
4816420,Beach Lover's Private Paradise!,1279757,Staci,La Jolla,32.83124053,-117.277709,Private room,63,2,63,0
4816925,Studio Horseshoe,24481964,Ed,La Jolla,32.83880885,-117.2804697,Entire home/apt,119,1,256,292
4821056,Newer Unit! -- Amazing Ocean Views!,24826369,Steve,Mission Bay,32.772485,-117.2522533,Entire home/apt,245,3,21,343
4823752,3b/3b Beach Living-1/2blk to Ocean!,881918,Lori,Ocean Beach,32.73907952,-117.2525898,Entire home/apt,345,4,137,313
4824356,"2bedrooms, 1.5 bath, Full kitchen + laundry",14700729,Fumie,Loma Portal,32.75072316,-117.2325186,Entire home/apt,165,30,60,118
4831192,"Cool, Clean University Heights Room + Parking Spot",24869784,Jon,West University Heights,32.76243385,-117.1408599,Private room,53,3,86,341
4849873,Cozy 1-bdr apt in Normal Heights near Adams Ave,12705881,Cody,Normal Heights,32.76473391,-117.1225534,Entire home/apt,99,2,163,306
4862471,Hillcrest,24730659,Sam,Midtown,32.73953914,-117.1609138,Private room,75,1,17,359
4863601,Convention CTR Petco Park Home Pool,18933991,Gail,Memorial,32.69985808,-117.1382989,Entire home/apt,150,1,116,348
4874770,Mission Bay Water Front Home with I,25078465,Carrie,Mission Bay,32.78744256,-117.2392835,Entire home/apt,1400,2,36,156
4884824,Bright Ocean Beach Bungalow,25082758,Veronica,Ocean Beach,32.75099516,-117.2491335,Entire home/apt,100,3,74,347
4909793,Room Close to SDSU,24345905,Jaime,Rolando,32.75815646,-117.0660835,Private room,45,2,68,287
4924398,Del Mar Cozy & Charming townhouse with garage!,14760533,V,Carmel Valley,32.90250986,-117.2223534,Entire home/apt,90,2,24,321
4930955,Restored 1926 craftsman house,3820444,Luis,Normal Heights,32.76205988,-117.1254806,Entire home/apt,139,1,163,147
4942195,2BR Bayside Condo steps from water w/ beach bikes,3252595,Daniel,Mission Bay,32.79292377,-117.2444119,Entire home/apt,299,3,132,331
4946937,Private Room Close To Downtown QBD,7283214,Paul,Grant Hill,32.70819485,-117.1301559,Private room,48,1,440,24
4950942,Historic Craftsman in North Park,10847805,Julia,North Hills,32.73190305,-117.1265371,Entire home/apt,531,3,17,247
4951086,Welcome to our Ocean Beach Oasis! ,10705891,"Drew, Neal, And Aimee",Ocean Beach,32.74984965,-117.2445389,Entire home/apt,109,1,179,345
4951262,"Beach Guest House + A/C, Bikes, Jacuzzi & Parking",25519858,Janet & Scott,Mission Bay,32.78146473,-117.2512465,Entire home/apt,169,2,214,159
4951548,The Coziest Retreat in N. PB,25523560,Casey,Pacific Beach,32.8063379,-117.2523651,Entire home/apt,190,4,86,194
4968290,Hillcrest At Its Best,2916602,Michael,Midtown,32.74565497,-117.1648481,Private room,79,1,85,353
4974496,Charming 3 bed House- international students!,23900837,Bellisa,Mountain View,32.70430234,-117.1196166,Entire home/apt,185,90,23,277
4978925,Cozy bedroom for 1 or 2 or 3,1193202,Bronson & Megan,Grantville,32.79210691,-117.0889991,Private room,55,1,112,162
4979004,Guest Suite w/ Private Bathroom & Private Entrance,1193202,Bronson & Megan,Grantville,32.79168005,-117.0891012,Private room,55,1,111,263
4983483,At Windansea Beach -- The Aloha Beach House,25689703,Lee,La Jolla,32.82868154,-117.2796913,Entire home/apt,300,5,18,56
4986250,BEAUTIFUL Private Studio,25704818,Marilee,North Hills,32.75197637,-117.1419865,Entire home/apt,95,2,286,42
4995256,Downtown Victorian Hideaway,6989346,John,Grant Hill,32.71212095,-117.1442681,Entire home/apt,129,3,38,337
4997312,"Bright, Sunny, Sterling Cottage",6215267,James,Normal Heights,32.75746012,-117.1219586,Entire home/apt,90,6,73,333
5005035,Zen House-Canyon 2,2605710,Thomas,West University Heights,32.76011452,-117.1558256,Private room,75,2,192,68
5006040,Private Room and bathroom in North Park,19545235,Renata,North Hills,32.74943445,-117.12519,Private room,68,1,63,314
5022765,Private Entry Retreat Close to all,4676564,Hang,North Clairemont,32.84135891,-117.2081899,Private room,39,1,302,311
5029634,La Jolla Windnsea Beach Cottage,25960117,Jennifer & Mark,La Jolla,32.82841995,-117.2758614,Entire home/apt,140,2,169,345
5041842,San Diego Grand Villa,9832430,Ricardo,Midtown,32.74580832,-117.1530629,Entire home/apt,179,1,106,244
5051156,3 Bedroom Luxury La Jolla Town Home,3231264,Cyrus,La Jolla Village,32.8595999,-117.232487,Entire home/apt,277,28,18,305
5056676,The B*tchin' Beach Bungalow!,10705891,"Drew, Neal, And Aimee",Ocean Beach,32.74930574,-117.2447483,Entire home/apt,109,1,221,333
5067573,Emerald Retreat Enchanting & Rustic w/RAVE reviews,22104341,Karen,Carmel Valley,32.92785327,-117.2329501,Entire home/apt,350,4,92,282
5069562,PB FLAT MINUTES FROM THE BEACH,9453392,Luis Felipe,Pacific Beach,32.79515154,-117.2467657,Shared room,45,1,143,281
5078539,Private BR & BA,26227371,Jordan,West University Heights,32.76267597,-117.1408698,Private room,45,1,52,0
5095616,South Mission Beach..Steps to the Beach & Bay!,26329926,Fran,Mission Bay,32.76604703,-117.2519987,Entire home/apt,250,3,46,128
5107081,Wonderfun Bungalow,26390688,Max And Marie,Talmadge,32.75785823,-117.0831418,Entire home/apt,160,3,30,0
5113536,South Park Casual Elegance,16396099,Jennifer,Balboa Park,32.72509532,-117.1307226,Entire home/apt,140,60,23,62
5134312,"""Pacific Beach""Perfect Family House",26542911,Grace,Pacific Beach,32.7982019,-117.255316,Entire home/apt,273,2,120,210
5135456,Charming North Park 2 Bedroom Home,26550258,Gail,North Hills,32.7531498,-117.1270101,Entire home/apt,169,3,32,284
5135652,Beachfront Surf Rider condo- Watch the sunset!,22251801,Krista,Mission Bay,32.7774665,-117.2532077,Entire home/apt,500,3,31,260
5141118,Private room Quiet! & SUNNY!!   10 mins. to beach.,11576294,Tera,North Clairemont,32.82728089,-117.1974386,Private room,46,5,21,164
5141464,COMICON   Quaint backyard CAMPER cheap!,11576294,Tera,North Clairemont,32.82590188,-117.2039373,Private room,44,3,25,30
5143984,"Family Friendly 4/2, AC, Yard, Toys",17168667,Emily,Bay Park,32.79727086,-117.2056434,Entire home/apt,199,2,114,113
5150287,DELUXE 1 BR 1BA AVALON CT.,21748484,Al,Mission Bay,32.76285501,-117.2506348,Entire home/apt,185,3,34,132
5161009,"Renovated 1 BR Centrally Located, 1 mile to beach!",22466013,Evan,Loma Portal,32.75479912,-117.227127,Entire home/apt,108,1,55,2
5164484,BEACH HOUSE includes WHITE WATER OCEAN VIEWS!!,26712243,Carl & Vicki,Loma Portal,32.74050273,-117.2447149,Entire home/apt,295,3,45,146
5172596,2BD Beach Cottages steps to sand!!!,11315693,Miles,Mission Bay,32.78211025,-117.2536161,Entire home/apt,179,3,52,336
5175254,Luxurious Resort Stay,24670432,Maryia,Moreno Mission,32.77106684,-117.1862884,Private room,70,1,29,0
5179392,"Condo La Corona, in La Jolla near UCSD",718790,Gary,La Jolla Village,32.86929458,-117.235081,Entire home/apt,220,30,57,244
5193537,"Clean, Quiet Condo in Pacific Beach",1028043,Jesse And Tracy,Pacific Beach,32.80454041,-117.2349409,Entire home/apt,120,1,16,309
5205535,"Its All Yours, Flat",6188182,Chelsea,North Hills,32.74657264,-117.1405856,Entire home/apt,104,2,171,41
5206339,"Private Master Suite, Center (6234)",3677994,Drew,Linda Vista,32.79028201,-117.181787,Private room,49,7,22,153
5206413,Private Bedroom and Bathroom - Canyon (6234),3677994,Drew,Linda Vista,32.78968516,-117.1836266,Private room,69,5,20,129
5231680,Private Entry King Bed close to all,4676564,Hang,North Clairemont,32.84136737,-117.2075866,Private room,39,1,246,254
5231705,1 Bedroom - Bankers Hill Downtown Hillcrest,27076351,Aramy,Park West,32.72944633,-117.1648734,Entire home/apt,155,1,207,344
5241530,"Charming 1-bed, University Heights",14318516,Jana,West University Heights,32.75945069,-117.1400292,Private room,62,2,135,179
5251463,EFFICIENCY 2BR 2BA BRIGHTON CT.,21748484,Al,Mission Bay,32.76389682,-117.2519694,Entire home/apt,165,1,18,252
5253172,Calliope's Hillcrest Cottage,16760968,Bob,Midtown,32.74742941,-117.1501116,Entire home/apt,109,2,156,300
5253705,Hip South Park Craftsman,27193907,Nicole,Balboa Park,32.72674079,-117.1315143,Private room,75,2,18,8
5266176,THE 1927 OB MERMAID COTTAGE,23418533,Mary,Loma Portal,32.74680424,-117.240201,Entire home/apt,225,1,90,265
5268227,One Bunk Barrio,27268865,One,Bario Logan,32.69634128,-117.1384706,Entire home/apt,133,2,206,70
5269002,Charming North Park home,6776703,Amie,North Hills,32.74808693,-117.1361956,Entire home/apt,105,1,97,175
5278064,Cool Casita in South Park!,2325333,Julie,Balboa Park,32.72194234,-117.1301548,Entire home/apt,60,2,137,284
5280038,Clean Minimalist Room,7544519,Jim,Mira Mesa,32.89863936,-117.1621594,Private room,39,1,84,8
5280149,Stacey's 1 Bd Water View Beach Home,5942374,Stacey,Mission Bay,32.76048819,-117.2482465,Entire home/apt,75,1,61,297
5287279,Cozy 1BD with Parking included,27376397,Brandon,Core,32.71693368,-117.1622183,Entire home/apt,130,2,26,0
5298337,Bermuda Beach Cottage,27443813,Barbara,Ocean Beach,32.73638922,-117.2519064,Entire home/apt,99,2,109,0
5305856,Mission Hills Charming guest suite,27382994,Tiffiney,Old Town,32.7507769,-117.1690536,Entire home/apt,80,2,178,144
5318799,Amazing city views 8 min from beach,27554372,Dan,Kensington,32.77366184,-117.0991166,Private room,115,1,45,365
5334268,Centrally located with great view,27644190,Bob And Franni,Bay Park,32.79561946,-117.2035261,Private room,55,2,30,356
5340296,Private Luxury Suite w/Sun Patio,27188302,Joan,Pacific Beach,32.80891185,-117.2287753,Entire home/apt,138,2,92,325
5345063,Cozy studio apartment in South Bay,27699479,Corin,Palm City,32.57851947,-117.074336,Entire home/apt,70,1,46,340
5347550,Most Exquisite House in Downtown SD! 4BR Modern,4943081,Adam,Little Italy,32.72392642,-117.1678935,Entire home/apt,610,3,63,325
5353270,Luxury 2 Place in Downtown Gaslamp Quarter,11692963,Sb,Core,32.71536499,-117.1587247,Entire home/apt,89,1,223,305
5354901,Dolphin Watch Beach House,27757945,"William, Andrea, And Claire",La Jolla,32.85755011,-117.2556074,Entire home/apt,1038,3,23,300
5360158,"Comfy bed, stunning views!",27786065,Angela,Serra Mesa,32.80359679,-117.1250691,Private room,41,2,68,346
5380942,Large bedroom with attached bath,27644190,Bob And Franni,Bay Park,32.79408804,-117.2045061,Private room,60,2,27,15
5386584,Spanish Style Studio/Entire Apartment/Jacuzzi/Fire,8004935,Emilia,City Heights West,32.73781961,-117.1024824,Entire home/apt,64,2,185,24
5397075,Room and Bath with Private Entrance,795905,Franz,Mission Bay,32.79487302,-117.235495,Private room,65,2,279,16
5397425,Traveling Nurses/Long Term Guests.,26393899,Forrest,West University Heights,32.75602593,-117.1577636,Entire home/apt,77,90,15,365
5402083,Comfortable Private Room With Connected SharedBath,7597786,Sam,Midtown,32.7421044,-117.1740067,Private room,49,1,272,281
5402860,South Park Cottage,28006142,Bill,Balboa Park,32.72779645,-117.1300195,Entire home/apt,159,3,16,325
5405613,La Jolla Modern Room w Private Bath,1004612,Annie,La Jolla Village,32.86286568,-117.2305616,Private room,75,1,165,344
5424091,Modern 2BRM/2Bath Marina District/Convention Condo,4633346,R&B,Marina,32.71091374,-117.1616861,Entire home/apt,330,2,47,202
5428840,NEW!  Ultra Modern with Micro Farm!,4228132,Zapher,Midtown,32.74552784,-117.1688299,Entire home/apt,400,2,56,286
5445971,Pt Loma Studio close to everything!,27426278,Stacy,Roseville,32.7305664,-117.2268949,Entire home/apt,80,2,49,16
5447103,Beautiful private ocean view Master Suite,28234871,Holly,La Jolla,32.84080808,-117.2659775,Private room,145,2,144,332
5480096,Sunny APT w/ Ocean and Bay Views   ,11315693,Miles,Mission Bay,32.78687633,-117.2544049,Entire home/apt,179,3,84,353
5480764,"Private Room in fun, hip hostel",28422176,Michelle,East Village,32.71297023,-117.1569102,Private room,79,1,37,322
5481258,View House | #1 Ocean & Bay Views San Diego,4656446,A.C.,Pacific Beach,32.81359735,-117.2248507,Entire home/apt,224,3,101,145
5481873,Beautiful Pacific Beach Condo,28429680,Rich,Pacific Beach,32.80130672,-117.242103,Entire home/apt,249,3,25,3
5481957,"2BD walk to Gaslamp,Modern, Garage, Parking",5436910,Alex,East Village,32.71090104,-117.1529772,Entire home/apt,143,1,66,246
5482404,#CollegeAmazing,5920875,Vittorio,College Area,32.75903124,-117.0784395,Entire home/apt,75,3,40,255
5486512,Mid-century modern private entrance,6950909,Jennifer + Kris,Del Cerro,32.79291694,-117.0678829,Entire home/apt,100,2,37,163
5488592,Beach WindNSea village Studio Guest Cottage,14866483,Liza,La Jolla,32.82992246,-117.2740833,Entire home/apt,137,2,43,340
5497321,"Hip, Designer Apartment with Panoramic Views",28468963,Kimberly,Midtown,32.73175883,-117.1669006,Entire home/apt,176,3,132,131
5499820,Hillcrest Duplex Unit 2,22814626,Dwain,Midtown,32.7457337,-117.1501325,Entire home/apt,105,2,253,311
5500397,Hillcrest Duplex Unit 1,22814626,Dwain,Midtown,32.7458926,-117.1516726,Entire home/apt,125,2,173,245
5510469,Private Room in Pacific Beach,28581090,Frank,Mission Bay,32.79261694,-117.2328679,Private room,59,3,29,332
5512680,Zen House-Canyon 1,2605710,Thomas,West University Heights,32.75938781,-117.1553868,Private room,65,2,184,60
5534486,Sunny South Park Middle House,316724,Melissa,South Park,32.72189579,-117.1275478,Entire home/apt,113,3,213,152
5535642,Zen Inspired Flat on Quiet Canyon,28704699,Jonathan,Midtown,32.74472027,-117.172797,Entire home/apt,112,1,99,245
5536125,Spacious studio 4 houses from WindanSea beach,20769045,Carol,La Jolla,32.83170853,-117.2809398,Entire home/apt,145,1,128,51
5548760,Your next vacation starts here !,25768029,Arik,Midtown,32.74386797,-117.1652526,Private room,99,1,34,90
5549585,"1 bed mixed dorm in fun, hip hostel",28422176,Michelle,East Village,32.71132145,-117.1575974,Shared room,29,1,141,344
5550639,1 bed female dorm in fun hip hostel,28422176,Michelle,East Village,32.71074086,-117.1562874,Shared room,29,1,70,354
5560689,Beach Cottage by the Sea with Sauna,1279132,Astrid,La Jolla,32.8372806,-117.2754528,Entire home/apt,195,2,48,6
5561540,*Luxury 1BD Apt Close to Conv. Center&Petco Park*,24771440,Maxwell,East Village,32.71087644,-117.1550767,Entire home/apt,135,3,148,99
5569529,Gorgeous Central Custom Craftsman,28874119,Stephen Derek,West University Heights,32.7625204,-117.1440494,Entire home/apt,325,3,18,348
5571807,Bird Rock Beach Retreat,5619197,La Jolla Dream Homes,La Jolla,32.81903043,-117.2696656,Entire home/apt,273,3,53,313
