id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,availability_365
14880613,"Cute, central East Village apt",4289248,Tamar,Manhattan,East Village,40.72891101,-73.9886834,Entire home/apt,300,2,18,9/30/2018,0
14881794,Nice bedroom by Riverside & Columbia University,45748188,Ali,Manhattan,Morningside Heights,40.81230637,-73.95857739,Private room,60,2,20,8/13/2017,0
14882046,Harlem Comfort and Style,91466201,Heidi,Manhattan,Harlem,40.80696916,-73.9449976,Entire home/apt,175,5,19,7/25/2018,42
14882309,Sid's Victorian Peaceful Haven,92720308,Sidney,Brooklyn,Flatbush,40.64027572,-73.96095384,Private room,100,1,87,9/13/2018,262
14883818,Cozy and close to Manhattan,93335548,Vytaute,Queens,Ridgewood,40.69900978,-73.90168301,Entire home/apt,66,3,75,9/26/2018,80
14884022,Cozy apt 2 blocks from Central Park,93338778,Crystal,Manhattan,East Harlem,40.78963948,-73.95088538,Entire home/apt,133,1,61,9/11/2018,28
14884649,Huge room and garden space!,74338412,Mj,Brooklyn,Bedford-Stuyvesant,40.68005578,-73.93319434,Private room,60,1,21,9/25/2018,326
14885129,Crown Heights Crash Pad,25616030,Shawn,Brooklyn,Crown Heights,40.6699057,-73.92196089,Private room,25,4,36,12/18/2017,117
14885186,Huge Brownstone! Private Room! Clean! City in 15!,24140532,Josh,Brooklyn,Bedford-Stuyvesant,40.69385414,-73.94413475,Private room,50,3,57,9/28/2018,273
14887088,"BEACH BLOCK IN ♡ OF ROCKAWAY, NYC",1352304,Nancy,Queens,Rockaway Beach,40.58663724,-73.81295431,Entire home/apt,200,3,21,9/3/2018,151
14888012,Brooklyn Vibe,93392260,Kathleen,Brooklyn,East New York,40.67257471,-73.89082413,Private room,55,5,20,9/19/2018,46
14892623,Cozy Space w/ Separate Entrance,93441980,Tanya,Staten Island,South Beach,40.59385453,-74.08825263,Private room,80,1,26,9/29/2018,317
14899111,2 bed/2 bath floor - unique West Village townhouse,36435055,Barbara,Manhattan,West Village,40.73537378,-74.00208614,Entire home/apt,415,2,29,9/30/2018,9
14900561,Coziest Room in Luxury BK Apt,7076772,Rodrigo & Maayan,Brooklyn,Bedford-Stuyvesant,40.69182767,-73.95581441,Private room,45,1,180,10/1/2018,139
14909867,"Beautiful basement apt in Forest Hills, Queens",75463219,Julia,Queens,Forest Hills,40.71999959,-73.85411497,Private room,99,1,18,9/13/2018,309
14913197,Serene & Clean Cuartito with Garden View,60852834,Manny & Gemma,Brooklyn,Greenpoint,40.7294849,-73.94917748,Private room,56,2,110,9/23/2018,63
14913941,Crown Heights and Cozy Self-Catering,51752700,Loretta,Brooklyn,Crown Heights,40.67564411,-73.95497491,Entire home/apt,93,3,35,11/11/2017,16
14914048,"Spacious Private Bedroom, 10 min to Central Park",93691661,Rachel,Manhattan,Washington Heights,40.83502907,-73.9416634,Private room,60,2,41,8/20/2018,114
14914599,Garden One Bedroom Apt in Park Slope.,75224005,Michael,Brooklyn,Gowanus,40.66943998,-73.98991386,Entire home/apt,150,4,21,5/10/2018,0
14915099,Studio In Williamsburg w/ Amazing View Waterfront,7216016,Jason,Brooklyn,Williamsburg,40.71220229,-73.96619303,Entire home/apt,225,5,47,9/10/2018,1
14916806,1000 sq ft Loft in Heart of Williamsburg,11227830,Logan,Brooklyn,Williamsburg,40.71865019,-73.96392336,Entire home/apt,249,2,35,9/16/2018,10
14917017,Cute 2 bedroom in the Heart of East Village,48203246,Tanya,Manhattan,East Village,40.72763602,-73.9852703,Entire home/apt,320,3,32,9/13/2018,286
14917475,"NEWLY RENOVATED, Near subway, comfy & cosy!",93734865,Caroline,Brooklyn,Bushwick,40.68311854,-73.90860318,Entire home/apt,80,30,40,9/1/2018,337
14917765,"Kingsbridge Heights, The Bronx, NY.",24421177,Eduardo,Bronx,Kingsbridge,40.86932208,-73.9005662,Private room,45,2,43,9/13/2018,73
14918238,Beautiful Sunny Small Room,93743081,Sharon,Brooklyn,Bedford-Stuyvesant,40.68624378,-73.95528061,Private room,60,1,141,10/1/2018,49
14918404,Sid's Victorian Quiet Hideaway,92720308,Sidney,Brooklyn,Flatbush,40.64017854,-73.96152069,Private room,80,1,58,9/17/2018,293
14918642,Fully furnished private room 1 min toBrighton Beac,90023682,Ekrem,Brooklyn,Brighton Beach,40.57754807,-73.96054653,Private room,45,3,15,9/23/2018,65
14925244,Modern Boutique Brooklyn Garden Apartment,55391624,Joshua,Brooklyn,Bedford-Stuyvesant,40.69144024,-73.93792694,Entire home/apt,325,2,34,9/24/2018,103
14926631,Cozy Room Right Next to Central Park,93839620,Lisa,Manhattan,Hell's Kitchen,40.76742673,-73.98632491,Private room,99,1,93,9/26/2018,122
14926698,DUMBO couch with A/C near the Brooklyn Bridge,2809938,Phillip,Brooklyn,Vinegar Hill,40.70155727,-73.98198554,Shared room,250,2,29,9/29/2018,80
14928089,Beautiful room with all Amenities and gym,71176668,David,Manhattan,Harlem,40.81530215,-73.93740633,Private room,110,2,23,9/28/2018,362
14929615,"Beautiful, Clean Apt: West Chelsea / Highline",30283008,Stephen,Manhattan,Chelsea,40.75079087,-74.0020935,Entire home/apt,140,6,56,9/11/2018,33
14931156,Private Studio near Prospect Park,20549,Nick,Brooklyn,Prospect-Lefferts Gardens,40.66121401,-73.95069754,Entire home/apt,99,3,37,9/28/2018,88
14933521,Sunny 1 Bedroom in Harlem,93020402,Esi,Manhattan,Harlem,40.81949475,-73.9462141,Entire home/apt,129,3,43,9/12/2018,323
14935151,Comfortable Bedroom near train.,69711528,Lucia,Bronx,Parkchester,40.83112248,-73.87319457,Private room,49,3,25,6/15/2018,0
14935831,"Bright 3BR, 2 FULL BATH (15 MINS to MANHATTAN!)",93946263,Alesh,Brooklyn,Crown Heights,40.6712344,-73.9316643,Entire home/apt,250,3,30,8/11/2018,336
14943737,"Clean, big one bedroom close to subway,CentralPark",70725695,Dan,Manhattan,Upper East Side,40.76886095,-73.9609964,Entire home/apt,168,3,30,9/18/2018,200
14945219,"Sunny Art Loft in Bushwick, Brooklyn + 1 Cute Cat",5792120,Julia,Brooklyn,Bushwick,40.70707815,-73.92343293,Entire home/apt,102,1,29,9/23/2018,37
14945274,Bronx Retreat in Contemporary Apt,32357900,Tara,Bronx,Fieldston,40.88984926,-73.90746937,Private room,85,2,16,9/1/2017,0
14946381,A Real NYC Experience,94044308,Hector,Manhattan,Washington Heights,40.83849237,-73.93809117,Private room,41,2,57,1/7/2018,0
14949281,"The best deal, really close to Times Square",91445933,Adam,Manhattan,Theater District,40.75862919,-73.98811691,Private room,90,1,119,9/7/2018,3
14949914,Cozy Bed in NYC,69117812,Nixie & Hai,Queens,Corona,40.73733189,-73.85703977,Shared room,40,1,45,9/24/2018,361
14951775,Charming Gramercy Apartment with Balcony,12846810,Kirsten & Niko,Manhattan,Kips Bay,40.74033369,-73.98115167,Entire home/apt,225,2,19,9/16/2018,5
14952053,Private bedroom and bathroom with Superhost!,93368072,Ann,Brooklyn,Cypress Hills,40.67825284,-73.89416265,Private room,53,1,140,9/22/2018,140
14952357,Affordable home,91359302,Kent,Brooklyn,Bedford-Stuyvesant,40.68730707,-73.92280523,Private room,44,1,19,9/23/2018,0
14959164,"Cozy, clean, private room in Astoria!",94112107,Jen,Queens,Astoria,40.75874612,-73.91828252,Private room,80,1,30,11/28/2017,31
14959206,Cozy Modern Townhouse Studio Williamsburg BK,41177070,Dennis,Brooklyn,Williamsburg,40.71279443,-73.9444321,Entire home/apt,151,3,55,9/19/2018,33
14959965,Comfortable Bedroom & amazing view.,49367713,Hernaldo K,Manhattan,Hell's Kitchen,40.76465566,-73.98535971,Private room,59,5,30,9/18/2018,164
14960679,Private Home on Central Park,94190083,Britt,Manhattan,East Harlem,40.7943092,-73.94910285,Entire home/apt,299,1,45,6/24/2017,0
14961122,Spacious studio with private garden in Brooklyn,16586817,Giorgia,Brooklyn,Bedford-Stuyvesant,40.68381398,-73.9177641,Entire home/apt,96,4,38,9/16/2018,318
14962189,Two floors with character - Heart of Williamsburg,94203546,Adrian,Brooklyn,Williamsburg,40.7182524,-73.96287798,Entire home/apt,249,2,23,9/23/2018,306
14966184,Stay in a lovely home & spacious room in Harlem!,9171744,Jack,Manhattan,East Harlem,40.79757207,-73.94005551,Private room,85,2,59,9/30/2018,38
14967881,Luxurious Studio by Central Park - Newly Renovated,8547368,David,Manhattan,Upper East Side,40.76403779,-73.96627684,Entire home/apt,196,2,52,9/27/2018,93
14967994,Seaview Studio in  Brooklyn New york.,94265445,Natasha,Brooklyn,Canarsie,40.63240836,-73.89367044,Entire home/apt,100,2,127,9/12/2018,314
14968000,Spacious Comtemporary 3BR Apartment,24805685,Saif,Brooklyn,Park Slope,40.67123944,-73.98625408,Entire home/apt,218,2,84,9/30/2018,289
14968436,Gorgeous room in Historic Harlem street,16686968,Ricardo,Manhattan,Harlem,40.81041347,-73.94337294,Private room,55,2,94,9/29/2018,278
14968525,Charming and Accessible East Village Apartment.,30072703,Lana Ann,Manhattan,East Village,40.72407436,-73.98137974,Entire home/apt,195,2,25,9/16/2018,140
14969217,Gorgeous brand new apartment in Bushwick,2260600,Lidia,Brooklyn,Bushwick,40.69095797,-73.91055281,Entire home/apt,105,5,23,5/15/2018,133
14972714,Beautiful + convenient 2 bedroom Harlem townhouse,26502234,George,Manhattan,Harlem,40.82315638,-73.94478141,Entire home/apt,245,7,20,9/15/2018,328
14978332,Spacious & Private Bedroom in the Heart of CHELSEA,17720332,Daniels & Friends,Manhattan,Chelsea,40.74637626,-74.00331815,Private room,112,5,79,9/13/2018,147
14979787,Sunny 1BR in the most vibrant side of NYC !,1015393,USA Journey,Brooklyn,Bushwick,40.69997429,-73.92483421,Entire home/apt,140,1,50,10/25/2017,0
14979837,Lovely 1 Bedroom Apartment,94387247,Patricia,Brooklyn,Greenpoint,40.73156382,-73.95633597,Entire home/apt,200,2,94,9/15/2018,62
14980216,Private & Cozy Room for Sublet Heart of CHELSEA,17720332,Daniels & Friends,Manhattan,Chelsea,40.74475616,-74.00312502,Private room,109,30,69,8/19/2018,116
14981124,Nice Private room in quiet 2 level Brownstone!,24140532,Josh,Brooklyn,Bedford-Stuyvesant,40.69402471,-73.94529026,Private room,50,3,40,9/22/2018,318
14981454,Cozy Two Bedroom Apartment on Upper West Side,94403171,Caitlin,Manhattan,Upper West Side,40.78758231,-73.97607355,Entire home/apt,175,3,19,8/24/2018,0
14981522,Peaceful Room in Artsy Williamsburg 3BR,94404356,Jonathan,Brooklyn,Greenpoint,40.72151056,-73.94140696,Private room,70,1,26,9/14/2018,0
14982260,Newly renovated 1-bm apt with a wooden deck.,10162189,Adrian,Queens,Astoria,40.76801784,-73.91814822,Entire home/apt,170,4,32,9/29/2018,347
14982907,Comfy Private Bedroom-JFK (8 mins),74331597,Nickesha,Queens,St. Albans,40.68691783,-73.76832135,Private room,55,2,64,9/30/2018,168
14983402,Private modern room very close to Manhattan,79373189,Laureta,Queens,Long Island City,40.75862648,-73.93496648,Private room,40,1,89,9/3/2018,121
14983453,127 St & Convent Av NYC ABCD RM 3,57049951,Eliahu,Manhattan,Harlem,40.81204759,-73.95273009,Private room,79,2,87,5/7/2018,352
14987023,Cozy 3rd floor room at Brooklyn&Breakfast,344035,Brooklyn&   Breakfast    -Len-,Brooklyn,Prospect Heights,40.67758249,-73.97123364,Private room,40,1,117,9/30/2018,279
14987334,Two twin bed private room 5,83437140,Toots,Queens,Ridgewood,40.70445058,-73.90629732,Private room,69,1,79,8/30/2018,340
14987516,Musa Property,94467583,Clif,Queens,Rosedale,40.65377787,-73.72582092,Entire home/apt,85,2,30,9/1/2018,150
14988596,Convenient Modern 1 Bedroom Apt. Upper East Side,91545870,Michelle,Manhattan,Upper East Side,40.77357128,-73.9514935,Entire home/apt,147,1,57,9/8/2018,54
14989532,East Harlem: Spacious 3BR,23208658,Iryna,Manhattan,East Harlem,40.79852789,-73.94142867,Entire home/apt,270,3,48,9/8/2018,291
14991035,Single Bed for Solo Travellers in NYC,69117812,Nixie & Hai,Queens,Corona,40.73737586,-73.85722969,Private room,35,1,50,8/7/2018,359
14991887,Brownstone Apartment on Tree Lined Street,94513501,Peter & Nora,Brooklyn,Bedford-Stuyvesant,40.68664477,-73.93849186,Entire home/apt,100,3,18,9/25/2018,133
14995382,Large Victorian in Brooklyn - Downstairs 2 Beds,94555248,Beryl,Brooklyn,East Flatbush,40.63948042,-73.95008417,Private room,50,1,26,8/31/2018,355
15001872,Cozy Convenience in Bushwick,91997718,Donna,Brooklyn,Bushwick,40.69078393,-73.92167303,Private room,70,1,87,10/2/2018,336
15002969,"Spacious, Modern 1 Bedroom one block from subway",26335442,Jackie,Queens,Sunnyside,40.74481719,-73.91698974,Entire home/apt,150,2,17,2/23/2017,0
15003628,Cozy Studio with NYC brick wall,71783133,Elinor,Manhattan,Kips Bay,40.74058402,-73.98136529,Entire home/apt,160,5,18,6/10/2018,275
15003711,@BrooklynWhisky's: Birdsnest-Guest Room,62345,Jaye (And Spike),Brooklyn,South Slope,40.66210801,-73.98594077,Private room,88,2,51,9/20/2018,33
15003721,Large Victorian in Brooklyn - Downstairs 1 Bed,94555248,Beryl,Brooklyn,East Flatbush,40.64004195,-73.94933184,Private room,50,1,31,9/8/2018,314
15004091,Cozy convenient Williamsburg bedrm!,50688724,S.A.,Brooklyn,Williamsburg,40.70650308,-73.95568086,Private room,60,3,57,9/7/2018,330
15007810,"Amazing Room with Private Bathroom, Wall Street",94544740,David,Manhattan,Financial District,40.70614025,-74.00626114,Private room,170,3,105,9/24/2018,23
15008979,Cozy Room near Casino and Metro,94707512,Elvin,Queens,Ozone Park,40.67237833,-73.83908621,Private room,75,1,164,10/1/2018,168
15009466,Fantastic Private New York City,94544740,David,Manhattan,Financial District,40.70572058,-74.00829893,Private room,135,3,118,9/18/2018,19
15009556,Modern & sunny 2BR Apt - 25 min to Manhattan,4522961,Roselle,Brooklyn,Sunset Park,40.66005162,-73.99204018,Entire home/apt,150,3,89,9/30/2018,63
15009565,Best of Brooklyn - 1BR Prime Williamsburg,86675661,Perfecto,Brooklyn,Williamsburg,40.7188879,-73.95991471,Entire home/apt,175,2,57,9/23/2018,1
15009618,Huge private bedroom in the heart of Times Square,37333386,Bianca,Manhattan,Hell's Kitchen,40.76407964,-73.98996257,Private room,129,1,89,9/19/2018,86
15009751,Beautiful Private Bedroom/Bathroom,20317929,Lisa,Manhattan,Upper West Side,40.80156245,-73.97048479,Private room,150,2,16,6/13/2017,142
15018397,Peaceful Room in Dumbo Art Loft Too,37723496,Anna,Brooklyn,DUMBO,40.70425857,-73.98632893,Private room,125,2,70,9/22/2018,122
15019436,"Private Room in 3bdm, Astoria",61675294,Blake,Queens,Astoria,40.75692291,-73.92930397,Private room,61,2,15,1/28/2017,0
15019476,Ladder up to your own loft bed,287658,Danika,Brooklyn,Williamsburg,40.71424208,-73.96639856,Private room,115,1,16,10/9/2017,182
15021331,Stylish 1 bedroom apartment in Manhattan,37418603,Virginia,Manhattan,Inwood,40.86559184,-73.92174193,Entire home/apt,100,3,40,8/19/2018,34
15024645,Huge Historic Brooklyn Loft Minutes From Manhattan,93350397,Jody,Brooklyn,Williamsburg,40.71933142,-73.95992702,Entire home/apt,259,2,117,9/17/2018,125
15026994,A large private room with indoor garden,46073068,Anu-Raga,Queens,Long Island City,40.76117313,-73.92847053,Private room,65,3,32,9/10/2018,6
15027031,Sunny Studio - Hamilton Grange,94877519,Joseph,Manhattan,Harlem,40.82608153,-73.95013509,Entire home/apt,139,3,68,9/21/2018,52
15028194,"Stylish, Comfortable, and Affordable in Brooklyn",5957027,Zachary,Brooklyn,Crown Heights,40.67666546,-73.9174991,Entire home/apt,180,2,85,8/27/2018,101
15028279,Master Bedroom - Manhattan Townhouse  (4.1),92010242,Matt,Manhattan,Harlem,40.83181771,-73.94776719,Private room,90,1,120,9/30/2018,133
15033685,Authentic Living in Manhattan,6250141,Betty,Manhattan,Upper West Side,40.78074026,-73.97848652,Private room,108,1,93,9/30/2018,66
15034752,Empire State Studio,94954197,Jay,Manhattan,Midtown,40.74314996,-73.98399811,Entire home/apt,120,1,102,9/29/2018,169
15036036,Upbeat Studio Apartment on the Upper East Side!,55877302,Philip,Manhattan,Upper East Side,40.77555805,-73.95178993,Entire home/apt,160,2,20,4/2/2017,0
15037251,PRIVATE ENTIRE FLOOR - 2 ROOMS!,94974597,Desislava,Manhattan,Upper West Side,40.77200903,-73.97993536,Private room,99,3,89,9/24/2018,243
15038469,Prime Park Slope Room (10 min. train to Lower NYC),62587696,Andrew,Brooklyn,Gowanus,40.67126937,-73.99005766,Private room,45,2,58,9/22/2018,93
15041647,Private Bedroom in NYC w/ SUPERHOST.,69117812,Nixie & Hai,Queens,Corona,40.7370213,-73.85699727,Private room,60,1,81,10/1/2018,361
15043534,Private room in Sunnyside 2 46th St,84607966,Nurcan,Queens,Sunnyside,40.7391231,-73.92074575,Private room,55,1,96,9/13/2018,337
15043726,Executive Room with private Bath. 15 mins to Manh,76396985,Vic,Brooklyn,Crown Heights,40.67596502,-73.93316143,Private room,69,3,64,9/29/2018,142
15043788,Private Room in Sunnyside 3,84607966,Nurcan,Queens,Sunnyside,40.73907632,-73.92030117,Private room,45,1,85,9/9/2018,332
15043817,Private room in Sunnyside 1,84607966,Nurcan,Queens,Sunnyside,40.73849973,-73.91992876,Private room,50,1,104,9/16/2018,331
15048516,Full 1-bedroom near subway into midtown Manhattan,16323240,Oliver,Queens,Sunnyside,40.74651041,-73.92283041,Entire home/apt,54,2,20,9/16/2018,0
15049253,Queens Comfy Private Room (JFK-8mins),74331597,Nickesha,Queens,St. Albans,40.68510625,-73.76883673,Private room,55,2,115,9/15/2018,361
15051958,XLarge 1BR apartment in EastVillage,79369918,Bill,Manhattan,East Village,40.73213286,-73.98516692,Entire home/apt,199,5,22,7/20/2018,3
15052455,"XL Sunny, NYC Flat Close to Train, Cafes & Shops",8993084,Kimberly,Brooklyn,Bedford-Stuyvesant,40.69085145,-73.95578271,Private room,55,2,31,9/14/2018,226
15053143,JUST RENOVATED! Skylit 2BR Loft—2 Blocks To Subway,8726843,Adam,Manhattan,East Harlem,40.79576722,-73.93620017,Entire home/apt,350,3,61,9/3/2018,165
15053369,Retro 1BD - Heart of E.VILL.,95143048,Jeffree,Manhattan,East Village,40.72522107,-73.98730307,Entire home/apt,99,2,41,10/14/2017,1
15054630,"Clean, large, private R room with queen sized bed",42561290,Carla,Brooklyn,East New York,40.66135566,-73.86780339,Private room,45,2,29,9/25/2018,340
15058410,Spacious 1BD Luxurious room in Queens NYC,95101238,David,Queens,Ozone Park,40.68286503,-73.85980775,Private room,65,2,30,9/23/2018,358
15059292,HUGE ROOM IN CENTER CITY! AMAZING LOCATION!,95205288,Anush,Manhattan,Midtown,40.76276299,-73.97652203,Private room,115,4,21,9/9/2018,157
15064512,The Center of NYC,24561882,Todd,Manhattan,Greenwich Village,40.73499175,-73.99254148,Private room,150,2,27,9/20/2018,3
15065651,Brand new (B) 7 mints from La Guardia airport,35660592,Luis,Queens,Corona,40.75039094,-73.85259952,Private room,60,3,30,9/14/2018,155
15065696,Spacious Williamsburg 2 Bedroom w/ Balcony & W/D,2805553,Diana,Brooklyn,Williamsburg,40.71095779,-73.95685493,Entire home/apt,249,3,45,9/29/2018,60
15066466,★ Unreal Loft w/ Huge Private Roofdeck ★,83909332,David,Manhattan,Nolita,40.72221677,-73.99545127,Entire home/apt,225,2,15,5/7/2017,0
15066527,Full size bed $70.00,83147028,Shirley,Brooklyn,Crown Heights,40.67008019,-73.92418153,Private room,70,1,26,9/30/2018,362
15066561,Luxurious Hell's Kitchen One Bedroom,18220242,Lamin,Manhattan,Hell's Kitchen,40.75978325,-73.99245634,Entire home/apt,350,5,32,9/13/2018,63
15066701,"Huge, modern 3-bed 2-bath, 20mins from Manhattan",29637078,Chris,Brooklyn,Bedford-Stuyvesant,40.68880614,-73.94969695,Entire home/apt,195,2,95,9/30/2018,106
15067291,Manhattan Private Room with a Garden view (Room 2),45913415,Grisula,Manhattan,Harlem,40.8117035,-73.94563441,Private room,66,3,71,9/25/2018,322
15068067,Historic Serene Chelsea Brownstone 2.5 Bed,9035097,Finn,Manhattan,Chelsea,40.74787366,-74.0008828,Entire home/apt,750,30,40,8/11/2018,354
15069807,DESIGNER STUDIO,1681376,Elizabeth,Manhattan,Hell's Kitchen,40.76480339,-73.98795635,Entire home/apt,199,5,16,8/24/2018,1
15071802,Beautiful 3BR Rustic Apartment 10 Min to Midtown,95329738,Marilia,Queens,Long Island City,40.75539633,-73.93426805,Entire home/apt,359,2,20,9/17/2018,171
15072595,"Manhattan E 60s Luxury, spacious 2 bedrooms& baths",95335935,Herman,Manhattan,Upper East Side,40.76271191,-73.96619967,Private room,150,3,26,9/21/2018,30
15073292,Private Studio; Near All NYC,95345240,Elaine,Staten Island,Shore Acres,40.60756733,-74.06731166,Entire home/apt,100,2,32,9/24/2018,170
15073369,Lovely West Village Apt. Avail: May 25 - June 26,1678050,Liam,Manhattan,West Village,40.72988939,-74.00541076,Entire home/apt,215,30,16,5/16/2017,0
15074185,Great and lovely apartment! Better location!,95351060,Juan Carlos,Manhattan,Hell's Kitchen,40.7652856,-73.98795741,Entire home/apt,190,3,91,7/25/2018,46
15078898,"Spacious 1BDR, 100% 5-Star Reviews!",6079510,Isabel,Manhattan,Upper East Side,40.7717283,-73.95849229,Entire home/apt,130,5,104,8/23/2018,265
15079046,"Charming, Comfy, Safe n Quiet; Entire Apt Fri-Sun!",43825948,Jeanie,Manhattan,Inwood,40.86582313,-73.92581564,Private room,64,5,20,9/27/2018,354
15079215,Stay in Solar Powered Apartment in NYC!!!,2402292,Tamara,Queens,Long Island City,40.75956568,-73.9286334,Entire home/apt,155,2,71,9/28/2018,324
15080994,Cozy room in Times Square .,95419310,Felipe,Manhattan,Hell's Kitchen,40.76275692,-73.98941564,Private room,140,2,92,9/30/2018,12
15081440,Eco  private room for 4 best location to Mahanttan,92493393,Eddie & Lois,Staten Island,West Brighton,40.63215228,-74.11402927,Private room,69,2,50,8/5/2018,71
15082387,Sunny! private room in prime Williamsburg,95310886,Howie,Brooklyn,Williamsburg,40.70858159,-73.95953262,Private room,60,1,81,9/16/2018,268
15083267,Bedroom in the heart of NYC,3660702,Greg,Manhattan,Chelsea,40.74587497,-73.99148747,Private room,110,1,154,9/19/2018,85
15083341,"""Rustic-Chic"" room in central Williamsburg!",95310886,Howie,Brooklyn,Williamsburg,40.70767088,-73.95800485,Private room,62,1,110,9/14/2018,190
15083737,The Oasis Room! in bustling Williamsburg,95310886,Howie,Brooklyn,Williamsburg,40.70817019,-73.95946691,Private room,61,1,108,9/17/2018,261
15083823,Artists rustic 2 Room studio  in Red Hook,7018895,Risha,Brooklyn,Red Hook,40.67747502,-74.00989386,Entire home/apt,95,2,93,9/17/2018,286
15085230,Bright 1 Bedroom Apt Near Attractions and Transit,5437444,Panthea,Bronx,Bronxdale,40.85401138,-73.86593959,Entire home/apt,76,7,24,8/24/2018,0
15087800,Private Bedroom in Queen -JFK 8mins,74331597,Nickesha,Queens,St. Albans,40.68460813,-73.76898921,Private room,55,2,82,9/12/2018,176
15088024,Cozy Private Room for Eager Travelers! :D,49807429,Russell,Brooklyn,Prospect-Lefferts Gardens,40.65915661,-73.9507397,Private room,54,2,117,9/29/2018,152
15094880,2 br/2 ba Cozy East Village Apartment,95558159,Kyle,Manhattan,NoHo,40.72823783,-73.99165129,Entire home/apt,229,2,104,9/18/2018,299
15095589,"Comfortable Room in Lovely Home, quick ride to NYC",63913582,Karen,Brooklyn,Sunset Park,40.65650918,-74.00289997,Private room,70,2,24,9/10/2018,40
15098786,Cozy One Small Bedroom Soho House,95599073,Sarah,Manhattan,SoHo,40.72687604,-74.00219883,Entire home/apt,200,3,56,9/13/2018,43
15100256,Central Park Vacation,22772389,Shane,Manhattan,Upper West Side,40.78491802,-73.97992459,Private room,109,2,31,10/1/2018,51
15101577,"Beautiful New Studio, perfect for couples!",278624,Joshua,Brooklyn,Fort Greene,40.69415298,-73.97130988,Entire home/apt,100,3,26,5/4/2018,0
15107952,"Cute, Sun filled Sudio Apartment in Manhattan",95467310,Karen,Manhattan,Midtown,40.74370748,-73.98454356,Entire home/apt,165,3,33,9/28/2018,190
15108887,Purple room,40317143,Zsofia,Queens,Maspeth,40.72082,-73.90476989,Private room,26,1,26,9/21/2018,341
15111011,"Bright, Modern, Clean, Spacious, Brooklyn Home",25262268,Elaine,Brooklyn,Bedford-Stuyvesant,40.68408355,-73.95411078,Entire home/apt,153,3,40,9/30/2018,304
15113479,3BR/2 bath/Duplex+YARD/Near Columbia/City College,79321760,Migdalia,Manhattan,Harlem,40.82158496,-73.95591633,Entire home/apt,250,4,45,9/14/2018,178
15114265,Manhattan private bedroom close to LGA!,82143608,Eric,Manhattan,East Harlem,40.78762069,-73.94302667,Private room,104,1,26,10/1/2018,83
15114550,"Spacious, Clean and Comfy 2 Bedroom",95766078,Alex,Brooklyn,Bedford-Stuyvesant,40.68385389,-73.95229548,Entire home/apt,150,2,44,9/26/2018,43
15115143,Cozy Flat Midtown/Times Square/Javits Ctr/Pier 97,87565263,Clark,Manhattan,Hell's Kitchen,40.76337848,-73.99551502,Entire home/apt,200,3,125,9/30/2018,110
15115382,Private Guestroom in Landmark Bklyn Brownstone,24155326,Mark Winston,Brooklyn,Crown Heights,40.67618648,-73.94936135,Entire home/apt,90,1,148,9/9/2018,80
15116599,Greyhound Manor - 2 fullbd beds and private bathrm,87073939,Carol,Brooklyn,Bedford-Stuyvesant,40.68236755,-73.92257987,Private room,68,2,64,9/24/2018,200
15122925,Sweet 2 Bedroom In South BK,15239415,Steven,Brooklyn,Bensonhurst,40.61238143,-73.99804686,Entire home/apt,100,3,41,8/27/2018,65
15126483,Kitschy Corner Bedroom on a Friendly Astoria Block,4811900,Bridget,Queens,Ditmars Steinway,40.77021034,-73.90946599,Private room,70,2,46,9/26/2018,195
15126686,Guest bedroom off of 30th ave,95886123,Melissa And Rachel,Queens,Astoria,40.76559531,-73.92293379,Private room,90,2,30,8/26/2018,319
15126948,"Large & Nice, Bright 1 Bdrm in East Village, NYC",23089531,Caitlin,Manhattan,East Village,40.72609023,-73.98795489,Private room,100,1,48,9/17/2018,25
15127055,Bright private room in Williamsburg,95310886,Howie,Brooklyn,Williamsburg,40.70740269,-73.95911331,Private room,62,1,70,9/10/2018,307
15127414,Garden apartment with outside patio,64760290,Trisha,Brooklyn,Gowanus,40.67257219,-73.98760722,Entire home/apt,140,2,60,9/26/2018,294
15128456,Clean room with private bathroom in Bushwick!,658618,Leticia,Brooklyn,Bushwick,40.69025482,-73.91250631,Private room,65,1,17,9/24/2018,267
15129443,Comfy Shared LivingRoom near NYC,39479089,Wendy,Queens,Sunnyside,40.73832331,-73.92885843,Shared room,40,1,87,5/29/2018,299
15131139,30 minutes from Manhattan Private Room in Brooklyn,95930059,Soren,Brooklyn,Sunset Park,40.64080321,-74.01701803,Private room,33,1,81,9/9/2018,87
15133612,"Beautiful 2BR Apt, 1 Min Walk to Major Subway!",68082479,Sunshine,Brooklyn,East New York,40.67293232,-73.89548423,Entire home/apt,99,3,64,9/13/2018,112
15133923,Private bedroom & bath/Times Square & Central Park,78022684,Pamela,Manhattan,Midtown,40.76410328,-73.97989195,Private room,149,2,24,6/19/2017,0
15133972,Friendly and kind!Clean and safe!Best hostel ever!,95958773,Maryna,Brooklyn,Brighton Beach,40.57608426,-73.961398,Shared room,35,1,32,6/17/2018,95
15134876,Lovely studio 2 min walk to train/ subway,74179880,Silvia,Brooklyn,East New York,40.67501993,-73.89004267,Entire home/apt,85,3,22,9/15/2018,304
